Time_s,PLX,PLY,EstFreq_Hz,PhaseCorr,SW,RealSW,RLS_A_X,RLS_B_X
0.0000,0.2409,0.1499,0.5794,0.0000,0,0,0.0000,0.1198
0.0100,0.2458,0.1460,0.5794,0.0000,0,0,0.0002,0.1229
0.0200,0.2446,0.1465,0.5794,0.0000,0,0,0.0001,0.1225
0.0302,0.2453,0.1509,0.5794,0.0000,0,0,0.0005,0.1230
0.0402,0.2452,0.1476,0.5794,0.0000,0,0,0.0009,0.1232
0.0500,0.2465,0.1466,0.5794,0.0000,0,0,0.0034,0.1239
0.0600,0.2442,0.1472,0.5794,0.0000,0,0,0.0013,0.1235
0.0700,0.2421,0.1481,0.5794,0.0000,0,0,-0.0006,0.1231
0.0802,0.2422,0.1464,0.5794,0.0000,0,0,0.0011,0.1234
0.0902,0.2414,0.1437,0.5794,0.0000,0,0,0.0019,0.1236
0.0999,0.2431,0.1489,0.5794,0.0000,0,0,0.0050,0.1243
0.1100,0.2415,0.1543,0.5794,0.0000,0,0,0.0056,0.1244
0.1200,0.2379,0.1454,0.5794,0.0000,0,0,0.0044,0.1241
0.1308,0.2376,0.1405,0.5794,0.0000,0,0,0.0051,0.1243
0.1402,0.2378,0.1484,0.5794,0.0000,0,0,0.0065,0.1247
0.1500,0.2417,0.1529,0.5794,0.0000,0,0,0.0099,0.1258
0.1600,0.2479,0.1512,0.5794,0.0000,0,0,0.0146,0.1275
0.1700,0.2440,0.1472,0.5794,0.0000,0,0,0.0161,0.1281
0.1802,0.2489,0.1480,0.5794,0.0000,0,0,0.0192,0.1293
0.1907,0.2423,0.1525,0.5794,0.0000,0,0,0.0196,0.1294
0.1999,0.2445,0.1551,0.5794,0.0000,0,0,0.0210,0.1300
0.2100,0.2439,0.1538,0.5794,0.0000,0,0,0.0222,0.1306
0.2201,0.2440,0.1477,0.5794,0.0000,0,0,0.0237,0.1312
0.2302,0.2386,0.1492,0.5794,0.0000,0,0,0.0241,0.1314
0.2402,0.2446,0.1511,0.5794,0.0000,0,0,0.0259,0.1323
0.2500,0.2470,0.1493,0.5794,0.0000,0,0,0.0281,0.1333
0.2600,0.2434,0.1441,0.5794,0.0000,0,0,0.0295,0.1340
0.2700,0.2408,0.1456,0.5794,0.0000,0,0,0.0306,0.1345
0.2802,0.2426,0.1529,0.5794,0.0000,0,0,0.0321,0.1353
0.2902,0.2412,0.1542,0.5794,0.0000,0,0,0.0335,0.1359
0.3000,0.2419,0.1491,0.5794,0.0000,0,0,0.0350,0.1367
0.3100,0.2440,0.1480,0.5794,0.0000,0,0,0.0368,0.1376
0.3201,0.2418,0.1530,0.5794,0.0000,0,0,0.0384,0.1383
0.3308,0.2448,0.1606,0.5794,0.0000,0,0,0.0403,0.1392
0.3402,0.2412,0.1585,0.5794,0.0000,0,0,0.0418,0.1399
0.3500,0.2358,0.1523,0.5794,0.0000,0,0,0.0430,0.1404
0.3599,0.2378,0.1519,0.5794,0.0000,0,0,0.0444,0.1410
0.3700,0.2456,0.1545,0.5794,0.0000,0,0,0.0465,0.1418
0.3803,0.2435,0.1548,0.5794,0.0000,0,0,0.0485,0.1425
0.3907,0.2419,0.1507,0.5794,0.0000,0,0,0.0503,0.1431
0.4000,0.2444,0.1485,0.5794,0.0000,0,0,0.0524,0.1436
0.4100,0.2420,0.1524,0.5794,0.0000,0,0,0.0543,0.1439
0.4200,0.2430,0.1551,0.5794,0.0000,0,0,0.0562,0.1442
0.4303,0.2343,0.1553,0.5794,0.0000,0,0,0.0577,0.1442
0.4402,0.2368,0.1488,0.5794,0.0000,0,0,0.0595,0.1442
0.4499,0.2416,0.1494,0.5794,0.0000,0,0,0.0615,0.1439
0.4600,0.2404,0.1453,0.5794,0.0000,0,0,0.0634,0.1435
0.4700,0.2390,0.1456,0.5794,0.0000,0,0,0.0653,0.1428
0.4802,0.2423,0.1522,0.5794,0.0000,0,0,0.0674,0.1419
0.4902,0.2396,0.1523,0.5794,0.0000,0,0,0.0693,0.1409
0.5000,0.2420,0.1523,0.5794,0.0000,0,0,0.0713,0.1396
0.5100,0.2393,0.1486,0.5794,0.0000,0,0,0.0732,0.1382
0.5201,0.2374,0.1483,0.5794,0.0000,0,0,0.0749,0.1366
0.5308,0.2385,0.1528,0.5794,0.0000,0,0,0.0767,0.1348
0.5402,0.2420,0.1592,0.5794,0.0000,0,0,0.0786,0.1326
0.5500,0.2416,0.1585,0.5794,0.0000,0,0,0.0803,0.1303
0.5600,0.2446,0.1550,0.5794,0.0000,0,0,0.0821,0.1276
0.5699,0.2418,0.1489,0.5794,0.0000,0,0,0.0837,0.1249
0.5803,0.2399,0.1556,0.5794,0.0000,0,0,0.0851,0.1220
0.5907,0.2412,0.1568,0.5794,0.0000,0,0,0.0865,0.1189
0.6000,0.2359,0.1500,0.5794,0.0000,0,0,0.0877,0.1159
0.6100,0.2364,0.1453,0.5794,0.0000,0,0,0.0888,0.1127
0.6200,0.2425,0.1503,0.5794,0.0000,0,0,0.0899,0.1090
0.6302,0.2450,0.1543,0.5794,0.0000,0,0,0.0909,0.1051
0.6403,0.2405,0.1508,0.5794,0.0000,0,0,0.0917,0.1013
0.6500,0.2366,0.1479,0.5794,0.0000,0,0,0.0923,0.0976
0.6600,0.2345,0.1452,0.5794,0.0000,0,0,0.0928,0.0940
0.6701,0.2303,0.1474,0.5794,0.0000,0,0,0.0932,0.0904
0.6802,0.2341,0.1487,0.5794,0.0000,0,0,0.0935,0.0866
0.6902,0.2377,0.1500,0.5794,0.0000,0,0,0.0936,0.0824
0.6999,0.2419,0.1466,0.5794,0.0000,0,0,0.0937,0.0780
0.7100,0.2405,0.1512,0.5794,0.0000,0,0,0.0936,0.0735
0.7200,0.2382,0.1570,0.5794,0.0000,0,0,0.0934,0.0693
0.7309,0.2394,0.1547,0.5794,0.0000,0,0,0.0931,0.0649
0.7402,0.2454,0.1463,0.5794,0.0000,0,0,0.0926,0.0602
0.7500,0.2471,0.1479,0.5794,0.0000,0,0,0.0920,0.0555
0.7600,0.2433,0.1534,0.5794,0.0000,0,0,0.0914,0.0510
0.7700,0.2408,0.1532,0.5794,0.0000,0,0,0.0906,0.0468
0.7802,0.2401,0.1467,0.5794,0.0000,0,0,0.0898,0.0426
0.7907,0.2451,0.1507,0.5794,0.0000,0,0,0.0889,0.0383
0.7999,0.2474,0.1527,0.5794,0.0000,0,0,0.0878,0.0339
0.8099,0.2426,0.1507,0.5794,0.0000,0,0,0.0868,0.0299
0.8200,0.2384,0.1483,0.5794,0.0000,0,0,0.0857,0.0262
0.8302,0.2335,0.1429,0.5794,0.0000,0,0,0.0847,0.0229
0.8402,0.2373,0.1496,0.5794,0.0000,0,0,0.0835,0.0195
0.8500,0.2426,0.1511,0.5794,0.0000,0,0,0.0822,0.0158
0.8600,0.2394,0.1488,0.5794,0.0000,0,0,0.0809,0.0125
0.8700,0.2328,0.1490,0.5794,0.0000,0,0,0.0797,0.0096
0.8802,0.2385,0.1516,0.5794,0.0000,0,0,0.0783,0.0065
0.8902,0.2396,0.1534,0.5794,0.0000,0,0,0.0769,0.0034
0.9000,0.2383,0.1506,0.5794,0.0000,0,0,0.0755,0.0005
0.9100,0.2355,0.1452,0.5794,0.0000,0,0,0.0741,-0.0021
0.9201,0.2315,0.1475,0.5794,0.0000,0,0,0.0728,-0.0045
0.9308,0.2327,0.1500,0.5794,0.0000,0,0,0.0714,-0.0068
0.9403,0.2400,0.1537,0.5794,0.0000,0,0,0.0698,-0.0093
0.9500,0.2442,0.1499,0.5794,0.0000,0,0,0.0681,-0.0119
0.9600,0.2431,0.1414,0.5794,0.0000,0,0,0.0664,-0.0142
0.9699,0.2351,0.1453,0.5794,0.0000,0,0,0.0648,-0.0162
0.9802,0.2409,0.1481,0.5794,0.0000,0,0,0.0631,-0.0183
0.9907,0.2428,0.1423,0.5794,6016346.0000,0,0,0.0614,-0.0202
1.0000,0.2418,0.1423,0.5794,6016346.0000,0,0,0.0611,-0.0203
1.0100,0.2394,0.1513,0.5794,6016346.0000,0,0,0.0608,-0.0203
1.0200,0.2379,0.1559,0.5794,6016346.0000,0,0,0.0605,-0.0204
1.0303,0.2419,0.1523,0.5794,6016346.0000,0,0,0.0602,-0.0204
1.0402,0.2410,0.1453,0.5794,6016346.0000,0,0,0.0603,-0.0206
1.0500,0.2411,0.1481,0.5794,6016346.0000,0,0,0.0604,-0.0208
1.0600,0.2440,0.1505,0.5794,6016346.0000,0,0,0.0605,-0.0211
1.0700,0.2447,0.1568,0.5794,6016346.0000,0,0,0.0606,-0.0213
1.0802,0.2435,0.1517,0.5794,6016346.0000,0,0,0.0607,-0.0215
1.0902,0.2429,0.1474,0.5794,6016346.0000,0,0,0.0607,-0.0217
1.0999,0.2436,0.1504,0.5794,6016346.0000,0,0,0.0608,-0.0219
1.1100,0.2446,0.1555,0.5794,6016346.0000,0,0,0.0609,-0.0221
1.1201,0.2350,0.1562,0.5794,6016346.0000,0,0,0.0609,-0.0221
1.1308,0.2310,0.1539,0.5794,6016346.0000,0,0,0.0609,-0.0221
1.1402,0.2373,0.1527,0.5794,6016346.0000,0,0,0.0609,-0.0221
1.1500,0.2417,0.1545,0.5794,6016346.0000,0,0,0.0609,-0.0223
1.1600,0.2423,0.1538,0.5794,6016346.0000,0,0,0.0610,-0.0224
1.1700,0.2443,0.1414,0.5794,6016346.0000,0,0,0.0604,-0.0236
1.1802,0.2418,0.1420,0.5794,6016346.0000,0,0,0.0599,-0.0247
1.1907,0.2385,0.1527,0.5794,6016346.0000,0,0,0.0594,-0.0256
1.2000,0.2404,0.1569,0.5794,6016346.0000,0,0,0.0589,-0.0266
1.2100,0.2327,0.1505,0.5794,6016346.0000,0,0,0.0586,-0.0272
1.2200,0.2323,0.1439,0.5794,6016346.0000,0,0,0.0583,-0.0278
1.2302,0.2390,0.1451,0.5794,6016346.0000,0,0,0.0579,-0.0286
1.2402,0.2416,0.1538,0.5794,6016346.0000,0,0,0.0575,-0.0294
1.2500,0.2422,0.1569,0.5794,6016346.0000,0,0,0.0572,-0.0302
1.2600,0.2362,0.1520,0.5794,6016346.0000,0,0,0.0569,-0.0308
1.2700,0.2331,0.1462,0.5794,6016346.0000,0,0,0.0566,-0.0313
1.2803,0.2373,0.1533,0.5794,6016346.0000,0,0,0.0563,-0.0319
1.2902,0.2392,0.1628,0.5794,6016346.0000,0,0,0.0561,-0.0325
1.2999,0.2380,0.1498,0.5794,6016346.0000,0,0,0.0558,-0.0330
1.3099,0.2396,0.1449,0.5794,6016346.0000,0,0,0.0540,-0.0340
1.3201,0.2400,0.1483,0.5794,6016346.0000,0,0,0.0523,-0.0348
1.3308,0.2425,0.1528,0.5794,6016346.0000,0,0,0.0506,-0.0357
1.3402,0.2411,0.1492,0.5794,6016346.0000,0,0,0.0491,-0.0365
1.3500,0.2394,0.1468,0.5794,6016346.0000,0,0,0.0477,-0.0372
1.3600,0.2431,0.1445,0.5794,6016346.0000,0,0,0.0463,-0.0380
1.3700,0.2435,0.1496,0.5794,6016346.0000,0,0,0.0450,-0.0386
1.3802,0.2446,0.1533,0.5794,6016346.0000,0,0,0.0437,-0.0393
1.3907,0.2459,0.1472,0.5794,6016346.0000,0,0,0.0424,-0.0400
1.3999,0.2416,0.1433,0.5794,6016346.0000,0,0,0.0413,-0.0405
1.4099,0.2383,0.1522,0.5794,6016346.0000,0,0,0.0404,-0.0410
1.4200,0.2388,0.1550,0.5794,6016346.0000,0,0,0.0395,-0.0415
1.4303,0.2325,0.1456,0.5794,6016346.0000,0,0,0.0388,-0.0418
1.4402,0.2373,0.1459,0.5794,6016346.0000,0,0,0.0380,-0.0423
1.4500,0.2389,0.1482,0.5794,6016346.0000,0,0,0.0358,-0.0412
1.4600,0.2413,0.1507,0.5794,6016346.0000,0,0,0.0337,-0.0402
1.4700,0.2389,0.1523,0.5794,6016346.0000,0,0,0.0318,-0.0393
1.4802,0.2397,0.1491,0.5794,6016346.0000,0,0,0.0301,-0.0385
1.4902,0.2397,0.1501,0.5794,6016346.0000,0,0,0.0285,-0.0377
1.5000,0.2435,0.1562,0.5794,6016346.0000,0,0,0.0269,-0.0369
1.5100,0.2400,0.1533,0.5794,6016346.0000,0,0,0.0255,-0.0363
1.5201,0.2398,0.1474,0.5794,6016346.0000,0,0,0.0242,-0.0357
1.5308,0.2410,0.1444,0.5794,6016346.0000,0,0,0.0230,-0.0351
1.5402,0.2424,0.1486,0.5794,6016346.0000,0,0,0.0218,-0.0345
1.5500,0.2378,0.1493,0.5794,6016346.0000,0,0,0.0208,-0.0340
1.5600,0.2340,0.1491,0.5794,6016346.0000,0,0,0.0200,-0.0336
1.5700,0.2341,0.1457,0.5794,6016346.0000,0,0,0.0192,-0.0333
1.5802,0.2363,0.1490,0.5794,6016346.0000,0,0,0.0181,-0.0305
1.5907,0.2380,0.1564,0.5794,6016346.0000,0,0,0.0171,-0.0279
1.5999,0.2436,0.1519,0.5794,6016346.0000,0,0,0.0160,-0.0254
1.6100,0.2478,0.1488,0.5794,6016346.0000,0,0,0.0150,-0.0230
1.6201,0.2396,0.1518,0.5794,6016346.0000,0,0,0.0143,-0.0212
1.6302,0.2389,0.1574,0.5794,6016346.0000,0,0,0.0136,-0.0195
1.6402,0.2426,0.1517,0.5794,6016346.0000,0,0,0.0129,-0.0179
1.6500,0.2406,0.1475,0.5794,6016346.0000,0,0,0.0124,-0.0165
1.6600,0.2383,0.1478,0.5794,6016346.0000,0,0,0.0119,-0.0154
1.6700,0.2398,0.1523,0.5794,6016346.0000,0,0,0.0114,-0.0142
1.6802,0.2353,0.1546,0.5794,6016346.0000,0,0,0.0111,-0.0133
1.6902,0.2367,0.1531,0.5794,6016346.0000,0,0,0.0107,-0.0125
1.6999,0.2403,0.1515,0.5794,6016346.0000,0,0,0.0103,-0.0115
1.7100,0.2365,0.1538,0.5794,6016346.0000,0,0,0.0100,-0.0108
1.7201,0.2430,0.1544,0.5794,6016346.0000,0,0,0.0101,-0.0085
1.7308,0.2481,0.1511,0.5794,6016346.0000,0,0,0.0103,-0.0062
