Time_s,PLX,PLY,EstFreq_Hz,PhaseCorr,SW,RealSW,RLS_A_X,RLS_B_X
0.0000,0.0926,0.1671,0.5794,0.0000,0,0,0.0000,0.0461
0.0100,0.0890,0.1594,0.5794,0.0000,0,0,-0.0001,0.0445
0.0202,0.0863,0.1577,0.5794,0.0000,0,0,-0.0005,0.0433
0.0299,0.0880,0.1599,0.5794,0.0000,0,0,0.0002,0.0441
0.0402,0.0935,0.1581,0.5794,0.0000,0,0,0.0049,0.0465
0.0498,0.0924,0.1573,0.5794,0.0000,0,0,0.0041,0.0463
0.0600,0.0977,0.1588,0.5794,0.0000,0,0,0.0123,0.0478
0.0706,0.0970,0.1583,0.5794,0.0000,0,0,0.0119,0.0478
0.0800,0.0958,0.1618,0.5794,0.0000,0,0,0.0104,0.0475
0.0901,0.0956,0.1608,0.5794,0.0000,0,0,0.0101,0.0474
0.1000,0.0949,0.1579,0.5794,0.0000,0,0,0.0097,0.0473
0.1098,0.0939,0.1604,0.5794,0.0000,0,0,0.0090,0.0472
0.1201,0.0921,0.1659,0.5794,0.0000,0,0,0.0078,0.0469
0.1299,0.0906,0.1653,0.5794,0.0000,0,0,0.0068,0.0466
0.1404,0.0915,0.1601,0.5794,0.0000,0,0,0.0073,0.0467
0.1498,0.0920,0.1538,0.5794,0.0000,0,0,0.0080,0.0470
0.1599,0.0899,0.1607,0.5794,0.0000,0,0,0.0077,0.0469
0.1701,0.0879,0.1623,0.5794,0.0000,0,0,0.0071,0.0466
0.1800,0.0953,0.1599,0.5794,0.0000,0,0,0.0095,0.0476
0.1901,0.0946,0.1573,0.5794,0.0000,0,0,0.0108,0.0481
0.2000,0.0911,0.1579,0.5794,0.0000,0,0,0.0108,0.0481
0.2098,0.0891,0.1634,0.5794,0.0000,0,0,0.0105,0.0480
0.2202,0.0891,0.1601,0.5794,0.0000,0,0,0.0105,0.0480
0.2298,0.0897,0.1549,0.5794,0.0000,0,0,0.0109,0.0481
0.2402,0.0923,0.1510,0.5794,0.0000,0,0,0.0117,0.0485
0.2499,0.0913,0.1642,0.5794,0.0000,0,0,0.0123,0.0488
0.2599,0.0901,0.1706,0.5794,0.0000,0,0,0.0127,0.0490
0.2707,0.0938,0.1602,0.5794,0.0000,0,0,0.0137,0.0495
0.2801,0.0914,0.1542,0.5794,0.0000,0,0,0.0143,0.0498
0.2901,0.0964,0.1624,0.5794,0.0000,0,0,0.0154,0.0503
0.3000,0.0997,0.1712,0.5794,0.0000,0,0,0.0169,0.0510
0.3099,0.0919,0.1640,0.5794,0.0000,0,0,0.0172,0.0512
0.3201,0.0847,0.1550,0.5794,0.0000,0,0,0.0169,0.0511
0.3299,0.0885,0.1518,0.5794,0.0000,0,0,0.0172,0.0512
0.3404,0.0915,0.1596,0.5794,0.0000,0,0,0.0178,0.0515
0.3499,0.0919,0.1625,0.5794,0.0000,0,0,0.0185,0.0518
0.3599,0.0897,0.1585,0.5794,0.0000,0,0,0.0190,0.0520
0.3702,0.0902,0.1505,0.5794,0.0000,0,0,0.0195,0.0522
0.3800,0.0868,0.1526,0.5794,0.0000,0,0,0.0199,0.0523
0.3902,0.0902,0.1568,0.5794,0.0000,0,0,0.0206,0.0525
0.4000,0.0904,0.1624,0.5794,0.0000,0,0,0.0212,0.0527
0.4098,0.0886,0.1587,0.5794,0.0000,0,0,0.0218,0.0528
0.4202,0.0890,0.1615,0.5794,0.0000,0,0,0.0224,0.0529
0.4299,0.0946,0.1654,0.5794,0.0000,0,0,0.0234,0.0529
0.4402,0.0948,0.1604,0.5794,0.0000,0,0,0.0243,0.0529
0.4498,0.0957,0.1498,0.5794,0.0000,0,0,0.0253,0.0528
0.4600,0.0899,0.1551,0.5794,0.0000,0,0,0.0259,0.0526
0.4707,0.0880,0.1633,0.5794,0.0000,0,0,0.0265,0.0524
0.4800,0.0899,0.1650,0.5794,0.0000,0,0,0.0272,0.0521
0.4901,0.0944,0.1540,0.5794,0.0000,0,0,0.0280,0.0517
0.5000,0.0922,0.1502,0.5794,0.0000,0,0,0.0288,0.0512
0.5100,0.0923,0.1579,0.5794,0.0000,0,0,0.0295,0.0506
0.5202,0.0915,0.1607,0.5794,0.0000,0,0,0.0303,0.0500
0.5299,0.0967,0.1576,0.5794,0.0000,0,0,0.0311,0.0491
0.5404,0.0917,0.1571,0.5794,0.0000,0,0,0.0318,0.0483
0.5498,0.0939,0.1610,0.5794,0.0000,0,0,0.0325,0.0474
0.5600,0.0974,0.1639,0.5794,0.0000,0,0,0.0332,0.0463
0.5701,0.0972,0.1623,0.5794,0.0000,0,0,0.0340,0.0450
0.5800,0.0911,0.1565,0.5794,0.0000,0,0,0.0345,0.0440
0.5901,0.0833,0.1568,0.5794,0.0000,0,0,0.0348,0.0433
0.6000,0.0831,0.1664,0.5794,0.0000,0,0,0.0351,0.0426
0.6098,0.0878,0.1663,0.5794,0.0000,0,0,0.0354,0.0415
0.6201,0.0956,0.1538,0.5794,0.0000,0,0,0.0359,0.0399
0.6299,0.0966,0.1483,0.5794,0.0000,0,0,0.0363,0.0383
0.6402,0.0927,0.1570,0.5794,0.0000,0,0,0.0367,0.0368
0.6499,0.0896,0.1623,0.5794,0.0000,0,0,0.0369,0.0355
0.6600,0.0869,0.1550,0.5794,0.0000,0,0,0.0371,0.0342
0.6707,0.0922,0.1502,0.5794,0.0000,0,0,0.0372,0.0326
0.6800,0.0975,0.1555,0.5794,0.0000,0,0,0.0374,0.0307
0.6902,0.0972,0.1638,0.5794,0.0000,0,0,0.0374,0.0288
0.7000,0.0955,0.1571,0.5794,0.0000,0,0,0.0374,0.0269
0.7099,0.0876,0.1526,0.5794,0.0000,0,0,0.0374,0.0256
0.7202,0.0858,0.1518,0.5794,0.0000,0,0,0.0374,0.0244
0.7299,0.0894,0.1590,0.5794,0.0000,0,0,0.0373,0.0229
0.7403,0.0940,0.1630,0.5794,0.0000,0,0,0.0371,0.0211
0.7499,0.0928,0.1605,0.5794,0.0000,0,0,0.0369,0.0194
0.7599,0.0917,0.1549,0.5794,0.0000,0,0,0.0366,0.0178
0.7702,0.0909,0.1597,0.5794,0.0000,0,0,0.0364,0.0162
0.7800,0.0922,0.1633,0.5794,0.0000,0,0,0.0361,0.0146
0.7901,0.0948,0.1578,0.5794,0.0000,0,0,0.0357,0.0129
0.8000,0.0993,0.1548,0.5794,0.0000,0,0,0.0352,0.0109
0.8098,0.0998,0.1537,0.5794,0.0000,0,0,0.0347,0.0090
0.8202,0.0960,0.1534,0.5794,0.0000,0,0,0.0342,0.0073
0.8298,0.0989,0.1546,0.5794,0.0000,0,0,0.0337,0.0056
0.8402,0.0961,0.1518,0.5794,0.0000,0,0,0.0332,0.0040
0.8498,0.0953,0.1577,0.5794,0.0000,0,0,0.0326,0.0026
0.8599,0.0963,0.1619,0.5794,0.0000,0,0,0.0321,0.0011
0.8707,0.0975,0.1600,0.5794,0.0000,0,0,0.0315,-0.0003
0.8800,0.0911,0.1589,0.5794,0.0000,0,0,0.0310,-0.0014
0.8902,0.0917,0.1590,0.5794,0.0000,0,0,0.0305,-0.0025
0.9000,0.0931,0.1605,0.5794,0.0000,0,0,0.0299,-0.0036
0.9099,0.0974,0.1623,0.5794,0.0000,0,0,0.0293,-0.0049
0.9202,0.0950,0.1533,0.5794,0.0000,0,0,0.0286,-0.0060
0.9298,0.0878,0.1536,0.5794,0.0000,0,0,0.0282,-0.0068
0.9403,0.0889,0.1632,0.5794,0.0000,0,0,0.0277,-0.0076
0.9498,0.0900,0.1647,0.5794,0.0000,0,0,0.0272,-0.0084
0.9599,0.0914,0.1624,0.5794,0.0000,0,0,0.0266,-0.0092
0.9701,0.0958,0.1577,0.5794,0.0000,0,0,0.0259,-0.0101
0.9800,0.0960,0.1630,0.5794,0.0000,0,0,0.0251,-0.0110
0.9902,0.0944,0.1588,0.5794,6059855.0000,0,0,0.0244,-0.0118
1.0000,0.0933,0.1541,0.5794,6059855.0000,0,0,0.0228,-0.0118
1.0098,0.0916,0.1539,0.5794,6059855.0000,0,0,0.0215,-0.0118
1.0201,0.0903,0.1581,0.5794,6059855.0000,0,0,0.0203,-0.0118
1.0299,0.0910,0.1608,0.5794,6059855.0000,0,0,0.0192,-0.0118
1.0402,0.0940,0.1554,0.5794,6059855.0000,0,0,0.0179,-0.0104
1.0498,0.0967,0.1555,0.5794,6059855.0000,0,0,0.0167,-0.0091
1.0600,0.0933,0.1615,0.5794,6059855.0000,0,0,0.0157,-0.0080
1.0707,0.0909,0.1654,0.5794,6059855.0000,0,0,0.0149,-0.0071
1.0800,0.0943,0.1599,0.5794,6059855.0000,0,0,0.0141,-0.0062
1.0901,0.0902,0.1569,0.5794,6059855.0000,0,0,0.0135,-0.0055
1.1000,0.0963,0.1566,0.5794,6059855.0000,0,0,0.0128,-0.0047
1.1099,0.0952,0.1578,0.5794,6059855.0000,0,0,0.0122,-0.0041
1.1202,0.0920,0.1581,0.5794,6059855.0000,0,0,0.0117,-0.0035
1.1298,0.0937,0.1553,0.5794,6059855.0000,0,0,0.0112,-0.0030
1.1404,0.0939,0.1506,0.5794,6059855.0000,0,0,0.0107,-0.0025
1.1499,0.0976,0.1553,0.5794,6059855.0000,0,0,0.0102,-0.0019
1.1599,0.0953,0.1577,0.5794,6059855.0000,0,0,0.0098,-0.0015
1.1701,0.0933,0.1608,0.5794,6059855.0000,0,0,0.0098,-0.0004
1.1800,0.0917,0.1571,0.5794,6059855.0000,0,0,0.0097,0.0004
1.1902,0.0910,0.1562,0.5794,6059855.0000,0,0,0.0097,0.0012
1.2000,0.0912,0.1588,0.5794,6059855.0000,0,0,0.0097,0.0018
1.2098,0.0923,0.1559,0.5794,6059855.0000,0,0,0.0097,0.0024
1.2202,0.0952,0.1520,0.5794,6059855.0000,0,0,0.0096,0.0031
1.2299,0.0896,0.1552,0.5794,6059855.0000,0,0,0.0096,0.0035
1.2402,0.0989,0.1559,0.5794,6059855.0000,0,0,0.0096,0.0042
1.2499,0.0964,0.1551,0.5794,6059855.0000,0,0,0.0096,0.0048
1.2600,0.0881,0.1493,0.5794,6059855.0000,0,0,0.0095,0.0050
1.2707,0.0906,0.1483,0.5794,6059855.0000,0,0,0.0095,0.0053
1.2800,0.0930,0.1584,0.5794,6059855.0000,0,0,0.0095,0.0056
1.2901,0.0947,0.1646,0.5794,6059855.0000,0,0,0.0095,0.0060
1.3000,0.0905,0.1630,0.5794,6059855.0000,0,0,0.0095,0.0062
1.3099,0.0897,0.1588,0.5794,6059855.0000,0,0,0.0095,0.0062
1.3202,0.0922,0.1565,0.5794,6059855.0000,0,0,0.0095,0.0063
1.3299,0.0940,0.1590,0.5794,6059855.0000,0,0,0.0096,0.0065
1.3403,0.0905,0.1590,0.5794,6059855.0000,0,0,0.0096,0.0065
1.3498,0.0904,0.1536,0.5794,6059855.0000,0,0,0.0096,0.0065
1.3600,0.0912,0.1556,0.5794,6059855.0000,0,0,0.0096,0.0066
1.3702,0.0957,0.1633,0.5794,6059855.0000,0,0,0.0097,0.0068
1.3800,0.0966,0.1634,0.5794,6059855.0000,0,0,0.0098,0.0070
1.3901,0.0951,0.1579,0.5794,6059855.0000,0,0,0.0099,0.0072
1.4000,0.0975,0.1543,0.5794,6059855.0000,0,0,0.0099,0.0074
1.4098,0.0980,0.1596,0.5794,6059855.0000,0,0,0.0100,0.0077
1.4202,0.0920,0.1618,0.5794,6059855.0000,0,0,0.0100,0.0077
1.4299,0.0912,0.1599,0.5794,6059855.0000,0,0,0.0100,0.0077
1.4402,0.0915,0.1556,0.5794,6059855.0000,0,0,0.0100,0.0077
1.4499,0.0932,0.1614,0.5794,6059855.0000,0,0,0.0099,0.0075
1.4600,0.0928,0.1653,0.5794,6059855.0000,0,0,0.0097,0.0073
1.4707,0.0927,0.1636,0.5794,6059855.0000,0,0,0.0096,0.0071
1.4800,0.0940,0.1595,0.5794,6059855.0000,0,0,0.0095,0.0070
1.4902,0.0953,0.1602,0.5794,6059855.0000,0,0,0.0095,0.0070
1.5000,0.0969,0.1621,0.5794,6059855.0000,0,0,0.0095,0.0070
1.5099,0.0926,0.1602,0.5794,6059855.0000,0,0,0.0094,0.0068
1.5202,0.0933,0.1589,0.5794,6059855.0000,0,0,0.0094,0.0068
1.5298,0.0937,0.1609,0.5794,6059855.0000,0,0,0.0093,0.0067
1.5403,0.0894,0.1625,0.5794,6059855.0000,0,0,0.0092,0.0065
1.5498,0.0893,0.1640,0.5794,6059855.0000,0,0,0.0090,0.0063
1.5599,0.0885,0.1552,0.5794,6059855.0000,0,0,0.0089,0.0061
1.5701,0.0865,0.1539,0.5794,6059855.0000,0,0,0.0087,0.0059
1.5800,0.0952,0.1579,0.5794,6059855.0000,0,0,0.0087,0.0059
1.5901,0.0914,0.1645,0.5794,6059855.0000,0,0,0.0085,0.0057
1.6000,0.0893,0.1595,0.5794,6059855.0000,0,0,0.0082,0.0055
1.6098,0.0931,0.1511,0.5794,6059855.0000,0,0,0.0081,0.0054
1.6202,0.0959,0.1530,0.5794,6059855.0000,0,0,0.0080,0.0053
1.6299,0.1024,0.1590,0.5794,6059855.0000,0,0,0.0082,0.0055
1.6402,0.0963,0.1595,0.5794,6059855.0000,0,0,0.0081,0.0055
1.6500,0.0904,0.1545,0.5794,6059855.0000,0,0,0.0080,0.0053
1.6600,0.0908,0.1543,0.5794,6059855.0000,0,0,0.0078,0.0052
1.6707,0.0940,0.1543,0.5794,6059855.0000,0,0,0.0077,0.0051
1.6800,0.0896,0.1601,0.5794,6059855.0000,0,0,0.0076,0.0049
1.6901,0.0856,0.1587,0.5794,6059855.0000,0,0,0.0073,0.0047
1.7000,0.0905,0.1579,0.5794,6059855.0000,0,0,0.0072,0.0046
1.7099,0.0933,0.1574,0.5794,6059855.0000,0,0,0.0072,0.0046
1.7201,0.0971,0.1588,0.5794,6059855.0000,0,0,0.0072,0.0046
1.7299,0.0899,0.1543,0.5794,6059855.0000,0,0,0.0070,0.0045
1.7403,0.0851,0.1495,0.5794,6059855.0000,0,0,0.0067,0.0043
1.7499,0.0870,0.1507,0.5794,6059855.0000,0,0,0.0064,0.0042
1.7599,0.0950,0.1568,0.5794,6059855.0000,0,0,0.0064,0.0042
1.7702,0.0894,0.1595,0.5794,6059855.0000,0,0,0.0062,0.0041
1.7800,0.0858,0.1511,0.5794,6059855.0000,0,0,0.0060,0.0040
1.7902,0.0892,0.1526,0.5794,6059855.0000,0,0,0.0059,0.0039
1.8000,0.0959,0.1591,0.5794,6059855.0000,0,0,0.0059,0.0040
1.8098,0.0912,0.1569,0.5794,6059855.0000,0,0,0.0058,0.0039
1.8202,0.0868,0.1538,0.5794,6059855.0000,0,0,0.0056,0.0038
1.8299,0.0877,0.1487,0.5794,6059855.0000,0,0,0.0055,0.0037
1.8401,0.0889,0.1566,0.5794,6059855.0000,0,0,0.0054,0.0037
1.8498,0.0919,0.1686,0.5794,6059855.0000,0,0,0.0053,0.0037
1.8600,0.0963,0.1603,0.5794,6059855.0000,0,0,0.0054,0.0037
1.8707,0.0941,0.1499,0.5794,6059855.0000,0,0,0.0055,0.0037
1.8800,0.0921,0.1517,0.5794,6059855.0000,0,0,0.0054,0.0037
1.8901,0.0906,0.1603,0.5794,6059855.0000,0,0,0.0054,0.0037
1.9000,0.0857,0.1592,0.5794,6059855.0000,0,0,0.0052,0.0036
1.9099,0.0845,0.1547,0.5794,6059855.0000,0,0,0.0050,0.0036
1.9202,0.0888,0.1514,0.5794,6059855.0000,0,0,0.0049,0.0036
1.9299,0.0947,0.1557,0.5794,6059855.0000,0,0,0.0050,0.0036
1.9403,0.1010,0.1587,0.5794,6059855.0000,0,0,0.0052,0.0036
1.9499,0.1002,0.1598,0.5794,6059855.0000,0,0,0.0054,0.0037
1.9599,0.0976,0.1510,0.5794,6059855.0000,0,0,0.0055,0.0037
1.9701,0.0925,0.1525,0.5794,6059855.0000,0,0,0.0055,0.0037
1.9799,0.0864,0.1610,0.5794,6059855.0000,0,0,0.0053,0.0037
1.9901,0.0907,0.1580,0.5794,6059855.0000,0,0,0.0053,0.0036
2.0000,0.0895,0.1559,0.5794,6059855.0000,0,0,0.0053,0.0037
2.0098,0.0923,0.1593,0.5794,6059855.0000,0,0,0.0053,0.0036
2.0202,0.0948,0.1601,0.5794,6059855.0000,0,0,0.0054,0.0036
2.0299,0.0981,0.1588,0.5794,6059855.0000,0,0,0.0056,0.0035
2.0402,0.0921,0.1550,0.5794,6059855.0000,0,0,0.0056,0.0035
2.0499,0.0873,0.1541,0.5794,6059855.0000,0,0,0.0055,0.0036
2.0600,0.0842,0.1586,0.5794,6059855.0000,0,0,0.0054,0.0036
2.0707,0.0907,0.1582,0.5794,6059855.0000,0,0,0.0054,0.0036
2.0800,0.0940,0.1539,0.5794,6059855.0000,0,0,0.0055,0.0036
2.0901,0.0922,0.1556,0.5794,6059855.0000,0,0,0.0055,0.0036
2.1000,0.0887,0.1627,0.5794,6059855.0000,0,0,0.0055,0.0036
2.1099,0.0911,0.1677,0.5794,6059855.0000,0,0,0.0055,0.0036
2.1202,0.0934,0.1610,0.5794,6059855.0000,0,0,0.0055,0.0036
2.1300,0.0937,0.1569,0.5794,6059855.0000,0,0,0.0056,0.0035
2.1400,0.0852,0.1698,0.5794,6059855.0000,0,0,0.0056,0.0035
2.1501,0.0833,0.1289,0.5794,6059855.0000,0,0,0.0055,0.0036
2.1599,0.0913,0.3465,0.5794,6059855.0000,0,0,0.0055,0.0035
2.1701,0.0212,-0.3030,0.5794,6059855.0000,0,0,0.0049,0.0046
2.1800,0.0605,0.6463,0.5794,6059855.0000,0,0,0.0046,0.0050
2.1898,0.0285,0.0079,0.5794,6059855.0000,0,0,0.0041,0.0059
2.2004,0.0611,-0.1230,0.5794,6059855.0000,0,0,0.0038,0.0063
2.2098,0.1581,0.6727,0.5794,6059855.0000,0,0,0.0046,0.0051
2.2202,0.1713,-0.3508,0.5794,6059855.0000,0,0,0.0054,0.0038
2.2299,0.1916,0.4824,0.5794,6059855.0000,0,0,0.0064,0.0023
2.2400,0.1188,0.1116,0.5794,6059855.0000,0,0,0.0067,0.0019
2.2502,0.0977,0.0812,0.5794,6059855.0000,0,0,0.0067,0.0018
2.2600,0.0449,0.2456,0.5794,6059855.0000,0,0,0.0063,0.0024
2.2707,0.0645,0.1136,0.5794,6059855.0000,0,0,0.0063,0.0029
2.2800,0.0481,0.1334,0.5794,6059855.0000,0,0,0.0064,0.0037
2.2899,0.0700,0.2035,0.5794,6059855.0000,0,0,0.0064,0.0040
2.3002,0.1102,0.1813,0.5794,6059855.0000,0,0,0.0064,0.0035
2.3100,0.1468,0.0726,0.5794,6059855.0000,0,0,0.0063,0.0022
2.3202,0.1574,0.3032,0.5794,6059855.0000,0,0,0.0062,0.0008
2.3299,0.1141,-0.0034,0.5794,6059855.0000,0,0,0.0062,0.0003
2.3400,0.0673,0.2830,0.5794,6059855.0000,0,0,0.0062,0.0007
2.3502,0.0451,0.1165,0.5794,6059855.0000,0,0,0.0063,0.0015
2.3599,0.0759,0.1424,0.5794,6059855.0000,0,0,0.0063,0.0018
2.3702,0.0855,0.2201,0.5794,6059855.0000,0,0,0.0063,0.0018
2.3800,0.1312,0.1047,0.5794,6059855.0000,0,0,0.0062,0.0010
2.3899,0.1386,0.1962,0.5794,6059855.0000,0,0,0.0061,0.0001
2.4004,0.1130,0.1600,0.5794,6059855.0000,0,0,0.0061,-0.0004
2.4098,0.0960,0.1357,0.5794,6059855.0000,0,0,0.0060,-0.0005
2.4202,0.0723,0.1661,0.5794,6059855.0000,0,0,0.0062,-0.0002
2.4298,0.0644,0.1703,0.5794,6059855.0000,0,0,0.0065,0.0002
2.4400,0.0848,0.1292,0.5794,6059855.0000,0,0,0.0065,0.0002
2.4502,0.1058,0.2192,0.5794,6059855.0000,0,0,0.0063,-0.0002
2.4600,0.1136,0.1073,0.5794,6059855.0000,0,0,0.0059,-0.0006
2.4707,0.1062,0.1776,0.5794,6059855.0000,0,0,0.0057,-0.0010
2.4800,0.0992,0.1675,0.5794,6059855.0000,0,0,0.0056,-0.0012
2.4899,0.0903,0.1251,0.5794,6059855.0000,0,0,0.0056,-0.0012
2.5002,0.0872,0.1907,0.5794,6059855.0000,0,0,0.0056,-0.0012
2.5100,0.0934,0.1401,0.5794,6059855.0000,0,0,0.0055,-0.0013
2.5201,0.0927,0.1724,0.5794,6059855.0000,0,0,0.0055,-0.0013
2.5299,0.0801,0.1736,0.5794,6059855.0000,0,0,0.0055,-0.0012
2.5399,0.0807,0.1402,0.5794,6059855.0000,0,0,0.0056,-0.0011
2.5502,0.1032,0.1721,0.5794,6059855.0000,0,0,0.0053,-0.0013
2.5600,0.1160,0.1587,0.5794,6059855.0000,0,0,0.0047,-0.0016
2.5701,0.1232,0.1508,0.5794,6059855.0000,0,0,0.0040,-0.0019
2.5800,0.1012,0.1951,0.5794,6059855.0000,0,0,0.0037,-0.0021
2.5899,0.0673,0.1412,0.5794,6059855.0000,0,0,0.0041,-0.0019
2.6004,0.0710,0.1681,0.5794,6059855.0000,0,0,0.0044,-0.0017
2.6098,0.0909,0.1588,0.5794,6059855.0000,0,0,0.0044,-0.0018
2.6202,0.1129,0.1334,0.5794,6059855.0000,0,0,0.0039,-0.0020
2.6298,0.1163,0.1873,0.5794,6059855.0000,0,0,0.0034,-0.0023
2.6400,0.0923,0.1508,0.5794,6059855.0000,0,0,0.0033,-0.0023
2.6502,0.0843,0.1616,0.5794,6059855.0000,0,0,0.0034,-0.0023
2.6600,0.0895,0.1623,0.5794,6059855.0000,0,0,0.0034,-0.0023
2.6707,0.1073,0.1368,0.5794,6059855.0000,0,0,0.0031,-0.0024
2.6800,0.1070,0.1758,0.5794,6059855.0000,0,0,0.0027,-0.0024
2.6899,0.0943,0.1729,0.5794,6059855.0000,0,0,0.0025,-0.0023
2.7002,0.0848,0.1487,0.5794,6059855.0000,0,0,0.0026,-0.0023
2.7099,0.1035,0.1715,0.5794,6059855.0000,0,0,0.0023,-0.0023
2.7202,0.1184,0.1396,0.5794,6059855.0000,0,0,0.0017,-0.0022
2.7299,0.1045,0.1786,0.5794,6059855.0000,0,0,0.0014,-0.0022
2.7400,0.0871,0.1838,0.5794,6059855.0000,0,0,0.0015,-0.0022
2.7501,0.0768,0.1403,0.5794,6059855.0000,0,0,0.0017,-0.0022
2.7600,0.0772,0.1656,0.5794,6059855.0000,0,0,0.0019,-0.0022
2.7702,0.1076,0.1365,0.5794,6059855.0000,0,0,0.0016,-0.0022
2.7800,0.1203,0.1575,0.5794,6059855.0000,0,0,0.0010,-0.0021
2.7899,0.1035,0.1725,0.5794,6059855.0000,0,0,0.0008,-0.0021
2.8003,0.0902,0.1413,0.5794,6059855.0000,0,0,0.0008,-0.0021
2.8098,0.0874,0.1623,0.5794,6059855.0000,0,0,0.0008,-0.0021
2.8202,0.0937,0.1483,0.5794,6059855.0000,0,0,0.0008,-0.0020
2.8298,0.1033,0.1466,0.5794,6059855.0000,0,0,0.0006,-0.0017
2.8400,0.0878,0.1883,0.5794,6059855.0000,0,0,0.0006,-0.0018
2.8502,0.0847,0.1562,0.5794,6059855.0000,0,0,0.0007,-0.0019
2.8600,0.0928,0.1593,0.5794,6059855.0000,0,0,0.0006,-0.0018
2.8708,0.1036,0.1622,0.5794,6059855.0000,0,0,0.0005,-0.0016
2.8800,0.1084,0.1377,0.5794,6059855.0000,0,0,0.0002,-0.0013
2.8899,0.0988,0.1910,0.5794,6059855.0000,0,0,0.0001,-0.0012
2.9002,0.0846,0.1594,0.5794,6059855.0000,0,0,0.0002,-0.0013
2.9099,0.0879,0.1478,0.5794,6059855.0000,0,0,0.0002,-0.0013
2.9202,0.0974,0.1647,0.5794,6059855.0000,0,0,0.0002,-0.0012
2.9299,0.1028,0.1431,0.5794,6059855.0000,0,0,0.0000,-0.0010
2.9400,0.1108,0.1840,0.5794,6059855.0000,0,0,-0.0002,-0.0007
2.9501,0.0956,0.1697,0.5794,6059855.0000,0,0,-0.0003,-0.0007
2.9599,0.0899,0.1390,0.5794,6059855.0000,0,0,-0.0003,-0.0007
2.9701,0.1018,0.1671,0.5794,6059855.0000,0,0,-0.0003,-0.0004
2.9800,0.1029,0.1464,0.5794,6059855.0000,0,0,-0.0003,-0.0001
2.9899,0.1005,0.1719,0.5794,6059855.0000,0,0,-0.0003,0.0001
3.0004,0.0847,0.1782,0.5794,6059855.0000,0,0,-0.0003,-0.0001
3.0098,0.0807,0.1420,0.5794,6059855.0000,0,0,-0.0003,-0.0004
3.0202,0.1072,0.1657,0.5794,6059855.0000,0,0,-0.0003,-0.0000
3.0299,0.1132,0.1564,0.5794,6059855.0000,0,0,-0.0003,0.0005
3.0400,0.1091,0.1648,0.5794,6059855.0000,0,0,-0.0004,0.0009
3.0502,0.0839,0.1853,0.5794,6059855.0000,0,0,-0.0003,0.0007
3.0599,0.0743,0.1467,0.5794,6059855.0000,0,0,-0.0003,0.0002
3.0707,0.0923,0.1525,0.5794,6059855.0000,0,0,-0.0003,0.0002
3.0800,0.1103,0.1623,0.5794,6059855.0000,0,0,-0.0003,0.0006
3.0899,0.1062,0.1509,0.5794,6059855.0000,0,0,-0.0004,0.0009
3.1002,0.0853,0.1714,0.5794,6059855.0000,0,0,-0.0005,0.0006
3.1099,0.0893,0.1530,0.5794,6059855.0000,0,0,-0.0005,0.0005
3.1202,0.1059,0.1449,0.5794,6059855.0000,0,0,-0.0004,0.0009
3.1299,0.1120,0.1739,0.5794,6059855.0000,0,0,-0.0002,0.0014
3.1400,0.1029,0.1520,0.5794,6059855.0000,0,0,-0.0001,0.0017
3.1501,0.0833,0.1817,0.5794,6059855.0000,0,0,-0.0002,0.0013
3.1600,0.0821,0.1623,0.5794,6059855.0000,0,0,-0.0003,0.0010
3.1702,0.0985,0.1444,0.5794,6059855.0000,0,0,-0.0003,0.0011
3.1800,0.1105,0.1711,0.5794,6059855.0000,0,0,-0.0001,0.0015
3.1899,0.1114,0.1498,0.5794,6059855.0000,0,0,0.0001,0.0020
3.2004,0.0975,0.1681,0.5794,6059855.0000,0,0,0.0001,0.0020
3.2098,0.0882,0.1680,0.5794,6059855.0000,0,0,0.0000,0.0018
3.2201,0.0971,0.1399,0.5794,6059855.0000,0,0,0.0000,0.0019
3.2299,0.0993,0.1663,0.5794,6059855.0000,0,0,0.0001,0.0020
3.2400,0.0954,0.1508,0.5794,6059855.0000,0,0,0.0001,0.0020
3.2502,0.0902,0.1531,0.5794,6059855.0000,0,0,0.0000,0.0019
3.2599,0.0954,0.1784,0.5794,6059855.0000,0,0,0.0000,0.0019
3.2707,0.1067,0.1430,0.5794,6059855.0000,0,0,0.0003,0.0021
3.2800,0.1090,0.1659,0.5794,6059855.0000,0,0,0.0005,0.0024
3.2899,0.1013,0.1563,0.5794,6059855.0000,0,0,0.0006,0.0025
3.3002,0.0879,0.1481,0.5794,6059855.0000,0,0,0.0005,0.0023
3.3099,0.0769,0.1752,0.5794,6059855.0000,0,0,0.0001,0.0020
3.3202,0.0837,0.1466,0.5794,6059855.0000,0,0,-0.0001,0.0017
3.3299,0.0990,0.1643,0.5794,6059855.0000,0,0,-0.0000,0.0018
3.3400,0.0985,0.1688,0.5794,6059855.0000,0,0,0.0000,0.0019
3.3501,0.0970,0.1411,0.5794,6059855.0000,0,0,0.0001,0.0019
3.3599,0.0997,0.1690,0.5794,6059855.0000,0,0,0.0001,0.0020
3.3702,0.1065,0.1548,0.5794,6059855.0000,0,0,0.0005,0.0022
3.3800,0.0979,0.1542,0.5794,6059855.0000,0,0,0.0005,0.0022
3.3899,0.0924,0.1753,0.5794,6059855.0000,0,0,0.0004,0.0022
3.4004,0.0893,0.1366,0.5794,6059855.0000,0,0,0.0003,0.0021
